Symbol	log2FoldChange	foldChange	pvalue	padj	qvalue
NQO2	-0.0574956975	0.9609307042	0.6043833515	0.8169399347	0.5249612989
SPP1	-0.0801032458	0.945989945	0.6045539202	0.8169399347	0.5249612989
ARMCX1	-0.0177305605	0.9877853242	0.6056441728	0.8176250994	0.5254015821
APOB	0.0555879986	1.039282597	0.6057449929	0.8176250994	0.5254015821
PPIG	0.0333899216	1.0234140336	0.6060944962	0.8176250994	0.5254015821
CCDC47	-0.0128090882	0.9911607149	0.6061612545	0.8176250994	0.5254015821
SCRN1	0.014171869	1.0098715969	0.6062099528	0.8176250994	0.5254015821
NSF	-0.0105762509	0.992695907	0.6064590227	0.817651081	0.5254182778
PPP1R12A	-0.0115479429	0.9920275261	0.6068993189	0.8179347639	0.5256005709
RB1CC1	0.0102037617	1.0070977793	0.607274451	0.8180770687	0.5256920152
CHMP4B	0.0118729282	1.0082636437	0.6074647598	0.8180770687	0.5256920152
UNK	0.0148208947	1.0103260104	0.6083486266	0.8189574019	0.5262577127
LRRC40	0.018526678	1.0129245235	0.608880542	0.8191657448	0.5263915928
ERO1L	-0.0209714571	0.9855688357	0.6090734992	0.8191657448	0.5263915928
STAM	-0.014663772	0.9898873282	0.6094744872	0.8191657448	0.5263915928
C1QBP	-0.0131189711	0.9909478419	0.6098347532	0.8191657448	0.5263915928
SYT11	0.0142088618	1.0098974919	0.6100931203	0.8191657448	0.5263915928
EFTUD1	0.0187300455	1.0130673191	0.610303465	0.8191657448	0.5263915928
KIF5B	-0.0108558286	0.9925035526	0.6103656717	0.8191657448	0.5263915928
TOMM70A	-0.0101232925	0.9930076295	0.6104718981	0.8191657448	0.5263915928
GCN1L1	0.018631387	1.012998043	0.6105754793	0.8191657448	0.5263915928
BUB3	-0.0113384797	0.9921715678	0.6109088753	0.8193041004	0.5264804993
MRPS27	0.0443864122	1.0312444909	0.6112390493	0.8194141268	0.5265512017
COA7	0.0200983333	1.0140285931	0.6117639171	0.8194141268	0.5265512017
CBS	0.0398783303	1.0280271243	0.6121849451	0.8194141268	0.5265512017
VPS16	0.0147235864	1.0102578673	0.6124331576	0.8194141268	0.5265512017
MX1	-0.0469894882	0.9679540796	0.6124893637	0.8194141268	0.5265512017
ACSS2	0.0132487595	1.0092256365	0.6125562295	0.8194141268	0.5265512017
SPR	0.0248245776	1.0173559807	0.612603029	0.8194141268	0.5265512017
ACOT7	0.0132878567	1.0092529871	0.6129752465	0.8196038809	0.5266731367
ALDH6A1	0.0194158437	1.0135490044	0.6141903687	0.8205731537	0.5272959863
DMXL1	-0.0111519869	0.9922998311	0.6143038505	0.8205731537	0.5272959863
CKAP5	0.0089474191	1.0062211498	0.6147376712	0.8205731537	0.5272959863
HIP1	-0.0222058906	0.9847259002	0.6148076335	0.8205731537	0.5272959863
PYGL	0.0299612383	1.0209846939	0.6148532961	0.8205731537	0.5272959863
ITSN1	-0.0076899724	0.9946838981	0.6155165123	0.8211502627	0.5276668335
WASH1	-0.0218666171	0.9849575019	0.6163879628	0.822004637	0.5282158499
VPS36	-0.0114578897	0.9920894505	0.6169390317	0.8224312757	0.5284900057
UNC5C	0.0175393827	1.0122315749	0.6176264404	0.823039279	0.5288807054
SKIV2L2	-0.0222312605	0.9847085838	0.6182259961	0.8231331663	0.5289410369
THOP1	0.0179684073	1.0125326343	0.6183198135	0.8231331663	0.5289410369
SIRPA	-0.0392568338	0.973156114	0.6183909369	0.8231331663	0.5289410369
SYNJ2BP	-0.0116862876	0.9919324018	0.6190517046	0.8237045494	0.5293082047
MANF	-0.0233586008	0.9839394205	0.6201778101	0.8243019165	0.5296920696
SPON1	0.0190581982	1.0132977757	0.620352612	0.8243019165	0.5296920696
SERPING1	0.0370476763	1.0260120511	0.6204008898	0.8243019165	0.5296920696
SCYL2	0.0144334776	1.0100547368	0.6204273559	0.8243019165	0.5296920696
ATP2C1	-0.0098575695	0.9931905436	0.6222795171	0.8258212327	0.5306683742
DCUN1D1	-0.0099560815	0.9931227276	0.622286279	0.8258212327	0.5306683742
RCN1	0.0341687883	1.0239666926	0.6223314474	0.8258212327	0.5306683742
TARSL2	-0.0188604618	0.9870120055	0.6226036312	0.8258212327	0.5306683742
EIF3E	0.0140945574	1.0098174811	0.622731413	0.8258212327	0.5306683742
MIPEP	-0.0215934034	0.9851440482	0.6234728509	0.8264964245	0.5311022489
NEK9	0.0170739112	1.011905041	0.6242264699	0.8271872551	0.531546173
DARS	0.0105454143	1.007336304	0.6257447347	0.828418114	0.5323371165
PLEKHB1	-0.0407564426	0.9721450928	0.6257796009	0.828418114	0.5323371165
ILF2	0.0174264913	1.0121523706	0.6258538197	0.828418114	0.5323371165
SLC25A27	0.0354994277	1.0249115623	0.6262756526	0.8285985708	0.532453077
CACYBP	0.0138657138	1.0096573142	0.6266723637	0.8285985708	0.532453077
ASNA1	0.0086307458	1.0060003073	0.626688801	0.8285985708	0.532453077
EDC4	-0.0134054835	0.9907510639	0.6287350189	0.830830518	0.5338873146
TMED10	-0.0135473765	0.9906536256	0.6291904377	0.830830518	0.5338873146
CPT2	-0.0338181659	0.9768316389	0.6294558673	0.830830518	0.5338873146
CNN3	-0.0330175435	0.9773738813	0.6296370038	0.830830518	0.5338873146
GSTO1	-0.0237675062	0.9836605806	0.6297893645	0.830830518	0.5338873146
SHMT2	0.0215674858	1.0150617438	0.6299835101	0.830830518	0.5338873146
CHMP7	0.0118121124	1.0082211419	0.6300114496	0.830830518	0.5338873146
ORM2	-0.0440105748	0.9699548006	0.6307173513	0.8314532553	0.5342874822
DPM1	-0.0220056687	0.9848625731	0.6315528415	0.8319507229	0.5346071523
BAG3	0.0513943587	1.0362659867	0.6315623672	0.8319507229	0.5346071523
SAE1	-0.0120039628	0.9917140067	0.6320294632	0.8322578942	0.534804539
PGM3	0.0126556553	1.0088108206	0.6331109354	0.8331674537	0.5353890171
GBF1	0.018261541	1.0127383864	0.6331885314	0.8331674537	0.5353890171
VAMP5	-0.0240115166	0.983494223	0.6345624078	0.8346665608	0.5363523355
NISCH	-0.0128381418	0.9911407546	0.6348405207	0.8347237889	0.5363891099
HDHD1	-0.021195691	0.9854156634	0.6357295552	0.8355839518	0.5369418461
RIMBP2	0.0237581997	1.0166042729	0.6367318716	0.8364951662	0.5375273877
DBNL	0.0117069048	1.0081476207	0.637125666	0.8364951662	0.5375273877
KCTD8	0.0135351346	1.0094259878	0.6371281339	0.8364951662	0.5375273877
CLSTN1	-0.0123908251	0.9914481118	0.6381498624	0.8375275582	0.5381907973
ARFGEF1	-0.0122994679	0.9915108962	0.6388711552	0.8381650332	0.5386004354
HIP1R	-0.0189244343	0.9869682401	0.6398165859	0.8387742758	0.5389919315
PLCB4	0.0242956582	1.016983067	0.6400494191	0.8387742758	0.5389919315
JAKMIP2	-0.0123832997	0.9914532834	0.640104939	0.8387742758	0.5389919315
PPP1R1B	-0.0427665759	0.9707915285	0.6407801093	0.8387742758	0.5389919315
GSTM2	-0.0285584532	0.9803994275	0.6412206277	0.8387742758	0.5389919315
RBM8A	-0.0124936486	0.991377452	0.6412930726	0.8387742758	0.5389919315
FLNC	0.0317332111	1.0222394766	0.6413064917	0.8387742758	0.5389919315
SPOCK1	-0.0184543109	0.9872899107	0.6416701723	0.8387742758	0.5389919315
STX1A	-0.0132778181	0.9908387402	0.6416898871	0.8387742758	0.5389919315
SLC27A1	0.0216032059	1.0150868763	0.641859297	0.8387742758	0.5389919315
TLN1	-0.0106521492	0.992643684	0.6420175807	0.8387742758	0.5389919315
PTPRK	-0.0136589865	0.9905769894	0.642164454	0.8387742758	0.5389919315
GUK1	0.0154778877	1.0107862105	0.643002498	0.8393730431	0.5393766962
IFIT1	-0.0424591581	0.9709984124	0.643565697	0.8393730431	0.5393766962
EIF3I	-0.0123387383	0.9914839075	0.6437100006	0.8393730431	0.5393766962
EEF2	0.0092150225	1.0064078096	0.6437888771	0.8393730431	0.5393766962
MFN1	0.0161819979	1.0112796471	0.6438322166	0.8393730431	0.5393766962
MOBP	0.0275471062	1.019277659	0.6440383383	0.8393730431	0.5393766962
PPP1R13B	0.0126906757	1.008835309	0.6461568841	0.8413185035	0.5406268388
CAMK2A	0.0147534116	1.0102787528	0.646226983	0.8413185035	0.5406268388
SF3A3	0.0152891498	1.0106539849	0.6462404356	0.8413185035	0.5406268388
VPS52	-0.0171862558	0.9881580694	0.6470558942	0.8420720087	0.5411110373
S100B	0.0242553252	1.0169546359	0.6482141918	0.8431113039	0.5417788829
CTSF	-0.0314003143	0.9784701101	0.6484337201	0.8431113039	0.5417788829
RGS10	0.0280574783	1.0196383055	0.6485653847	0.8431113039	0.5417788829
EIF2S1	0.0084864282	1.0058996787	0.6490689685	0.8434577757	0.5420015238
KNG1	0.0362445968	1.025441078	0.6500299594	0.8443981729	0.5426058181
NCL	-0.0115680288	0.9920137146	0.6504052128	0.84457728	0.5427209114
C2CD2L	0.0183109108	1.0127730434	0.6515090128	0.8451780492	0.5431069626
LMAN1	-0.0112271414	0.9922481405	0.6515560723	0.8451780492	0.5431069626
PFAS	-0.0139831532	0.9903544365	0.6515804916	0.8451780492	0.5431069626
GCDH	-0.0237703051	0.9836586722	0.6526649666	0.8453592507	0.5432234017
IPO7	0.0112920234	1.0078577455	0.6526669255	0.8453592507	0.5432234017
EHBP1	-0.0105762468	0.9926959098	0.6529814726	0.8453592507	0.5432234017
BCAN	0.0556858261	1.0393530719	0.653300398	0.8453592507	0.5432234017
ART3	0.0424591691	1.0298678091	0.6534623599	0.8453592507	0.5432234017
SDF2	-0.0163145191	0.9887553363	0.6535188203	0.8453592507	0.5432234017
NOP56	-0.0182107001	0.9874566366	0.6535363906	0.8453592507	0.5432234017
ERH	0.0373945415	1.0262587634	0.6540547245	0.8453592507	0.5432234017
ANKS1B	-0.0145140517	0.9899900623	0.6541369188	0.8453592507	0.5432234017
GSTZ1	-0.0186054984	0.9871864528	0.6541782384	0.8453592507	0.5432234017
UFD1L	0.017660274	1.0123163989	0.6543337202	0.8453592507	0.5432234017
DGKI	-0.0146182605	0.9899185559	0.6547461083	0.8455849922	0.543368462
GSTM5	-0.0997709712	0.9331811229	0.6553367792	0.8458842258	0.5435607479
SH3GL1	-0.0133566053	0.9907846309	0.6554532913	0.8458842258	0.5435607479
NRXN1	0.0090650995	1.0063032304	0.6560823248	0.8462984904	0.5438269522
TPD52L1	-0.0324811575	0.977737331	0.6562500099	0.8462984904	0.5438269522
FAM136A	0.0237509876	1.0165991908	0.6567728523	0.8463881017	0.5438845359
CHERP	-0.0126804694	0.9912490825	0.6567952639	0.8463881017	0.5438845359
CHAMP1	0.0160695047	1.0112007963	0.6580561435	0.8474550486	0.5445701503
SERPINF1	-0.0232357499	0.9840232103	0.6581570031	0.8474550486	0.5445701503
FAM45B	0.0106453199	1.0074060637	0.6583514552	0.8474550486	0.5445701503
SNRNP40	-0.0272228519	0.9813074704	0.6585759442	0.8474550486	0.5445701503
RNF20	0.0157956671	1.0110088787	0.6591625521	0.8479032394	0.5448581554
ATP6V1B2	0.0081730561	1.005681208	0.6599688526	0.8486336022	0.5453274827
PPM1G	0.0190174505	1.0132691563	0.6602696364	0.8487136439	0.5453789171
FRMPD4	-0.0175220043	0.9879281289	0.6610415199	0.8493989628	0.5458192994
EFNB2	-0.0132774856	0.9908389686	0.661352692	0.8494920137	0.5458790934
ARRB2	-0.0185883405	0.9871981934	0.6617517679	0.8496978673	0.5460113739
MAPK8IP3	0.0153605987	1.0107040383	0.6630630155	0.8508473521	0.5467500267
TSTA3	0.0238241873	1.0166507725	0.6633857089	0.8508473521	0.5467500267
TXNDC12	0.0231270262	1.0161596097	0.6633924317	0.8508473521	0.5467500267
BAG5	0.010957062	1.0076237707	0.6638293308	0.8508473521	0.5467500267
AMPD3	0.0304759233	1.0213489977	0.6638426783	0.8508473521	0.5467500267
TBCK	0.0117731386	1.0081939056	0.6648325707	0.8515679997	0.5472131111
SORCS3	0.0255795421	1.0178885039	0.6652079442	0.8515679997	0.5472131111
FDPS	0.0397052915	1.0279038287	0.6653164414	0.8515679997	0.5472131111
DIABLO	-0.0148939601	0.9897294001	0.6654450317	0.8515679997	0.5472131111
PIGS	-0.0288509162	0.9802007011	0.6656016322	0.8515679997	0.5472131111
HNRNPUL2	-0.0145996196	0.9899313465	0.6662964041	0.8521504693	0.547587403
PAK7	0.0180612109	1.0125977691	0.6666477848	0.8522935028	0.5476793156
FGG	0.0571194936	1.0403864347	0.6669231841	0.852339328	0.5477087625
ATXN10	-0.0103264427	0.992867811	0.6680839108	0.8526141485	0.5478853607
ADD2	-0.0092865679	0.9935837145	0.6680964929	0.8526141485	0.5478853607
TLDC1	-0.0318318607	0.9781774688	0.6681520441	0.8526141485	0.5478853607
MPP2	-0.0161477999	0.9888696044	0.6683830362	0.8526141485	0.5478853607
U2AF1	0.0168272673	1.0117320599	0.6686683207	0.8526141485	0.5478853607
STXBP6	-0.0246920325	0.9830304205	0.6687773905	0.8526141485	0.5478853607
SARS2	-0.0246182838	0.983080673	0.6688831234	0.8526141485	0.5478853607
TERF2IP	-0.0153864492	0.9893915963	0.6691283918	0.8526141485	0.5478853607
TPD52	0.0100198764	1.0069694232	0.6692949175	0.8526141485	0.5478853607
DHODH	0.0261398881	1.0182839309	0.6697398427	0.8528755763	0.5480533529
COPZ1	0.0143577267	1.0100017038	0.6704123918	0.8533782804	0.5483763879
SOGA3	-0.0092130836	0.9936343244	0.6706142979	0.8533782804	0.5483763879
MYH9	-0.0093182352	0.9935619054	0.6709747447	0.8535316917	0.5484749692
TMEM35	0.0211617962	1.0147763459	0.6718008175	0.8539782099	0.5487618995
CAB39L	0.0201414219	1.0140588792	0.6718057925	0.8539782099	0.5487618995
PDLIM5	-0.0228491809	0.9842869139	0.6724044271	0.8544339112	0.5490547307
ALDH18A1	-0.0247856188	0.9829666543	0.6731272233	0.8550393535	0.5494437847
AGPAT3	-0.0115561451	0.9920218861	0.6735585686	0.8550393535	0.5494437847
NDUFAF5	-0.028056513	0.9807405858	0.6736366492	0.8550393535	0.5494437847
STK38L	0.0115101291	1.0080101243	0.674216999	0.8550393535	0.5494437847
CELF5	0.0342441599	1.0240201897	0.6743177723	0.8550393535	0.5494437847
RPS27A	-0.0227341259	0.9843654139	0.6743227729	0.8550393535	0.5494437847
DDX1	-0.0063845591	0.9955843387	0.6750148928	0.8551619569	0.549522569
FXN	-0.0225118502	0.9845170865	0.6751152175	0.8551619569	0.549522569
KIAA0513	-0.0108674514	0.9924955567	0.675273845	0.8551619569	0.549522569
AIMP1	-0.0083235305	0.9942471795	0.6754981743	0.8551619569	0.549522569
SDCBP	-0.0136932179	0.9905534859	0.676111841	0.8551619569	0.549522569
COTL1	0.0148911381	1.0103752034	0.6765945532	0.8551619569	0.549522569
TBL1XR1	-0.0141822472	0.9902177757	0.6766127529	0.8551619569	0.549522569
PDCD10	-0.0114842378	0.992071332	0.6769000766	0.8551619569	0.549522569
DDX23	0.0141571944	1.0098613249	0.6773032628	0.8551619569	0.549522569
CDKL5	-0.022878287	0.9842670563	0.6774816295	0.8551619569	0.549522569
CAPZA1	0.0076590701	1.0053229798	0.6777341051	0.8551619569	0.549522569
PCYOX1	-0.0145741117	0.9899488494	0.6778018608	0.8551619569	0.549522569
TMED8	0.0121239379	1.0084390834	0.6778883024	0.8551619569	0.549522569
ARHGAP21	-0.0122365578	0.9915541329	0.6779786321	0.8551619569	0.549522569
IFI16	0.0324710914	1.0227624445	0.6784674586	0.8551619569	0.549522569
BCAS2	-0.0102928798	0.9928909094	0.6785546673	0.8551619569	0.549522569
ARFGAP3	0.0160994025	1.0112217522	0.6785956876	0.8551619569	0.549522569
SRSF3	-0.0114654407	0.9920842579	0.6787457466	0.8551619569	0.549522569
C17orf75	-0.0143546726	0.9900994357	0.6793673375	0.8556421192	0.5498311188
COL6A3	-0.047181304	0.9678253923	0.6802986842	0.8565119314	0.5503900556
SLMAP	-0.0066237128	0.9954193156	0.6811505015	0.85691371	0.5506482363
DMTN	0.0114786854	1.0079881548	0.6813097577	0.85691371	0.5506482363
EIF3B	-0.0077861401	0.9946175962	0.6813403276	0.85691371	0.5506482363
LIPA	0.0207337641	1.0144753174	0.6821217609	0.8570993294	0.5507675144
PLAA	-0.0111446793	0.9923048573	0.6821372828	0.8570993294	0.5507675144
PTN	-0.0351232179	0.9759484033	0.6825706867	0.8570993294	0.5507675144
CCDC124	-0.0158257551	0.9890903689	0.6826888647	0.8570993294	0.5507675144
ACAA1	0.0151492419	1.0105559797	0.6828641256	0.8570993294	0.5507675144
PNPT1	-0.009806368	0.9932257928	0.6829332768	0.8570993294	0.5507675144
IFT27	-0.0145090398	0.9899935015	0.6835662664	0.857319079	0.5509087244
APBB1	-0.0129031866	0.9910960695	0.6844072249	0.857319079	0.5509087244
SCAMP5	0.0111727745	1.0077744424	0.6844226384	0.857319079	0.5509087244
ITPKA	0.0242173712	1.0169278825	0.6845542763	0.857319079	0.5509087244
HSD17B11	-0.0287524102	0.9802676307	0.6846073723	0.857319079	0.5509087244
GLDC	0.0133239116	1.0092782099	0.6847888608	0.857319079	0.5509087244
EPS15L1	0.0075439169	1.00524274	0.6847950598	0.857319079	0.5509087244
IQGAP1	0.0129827522	1.0090395704	0.6854792474	0.857873782	0.5512651736
DOCK3	0.0135089653	1.0094076778	0.6859537891	0.8581658163	0.5514528332
SLC12A6	-0.0143602513	0.9900956071	0.6862398523	0.8582219313	0.5514888924
NUDCD1	-0.0157222007	0.9891613668	0.6868085847	0.8582438025	0.5515029467
CPNE1	0.0273615214	1.01914655	0.6869567897	0.8582438025	0.5515029467
GBAS	0.0074838365	1.005200878	0.6876644032	0.8582438025	0.5515029467
RANBP6	0.0078643333	1.005466025	0.6877300444	0.8582438025	0.5515029467
FARSA	-0.0124213557	0.9914271308	0.6880943342	0.8582438025	0.5515029467
SDR39U1	0.104338454	1.0750013369	0.6881431239	0.8582438025	0.5515029467
MEGF10	-0.0233494856	0.9839456373	0.6881720103	0.8582438025	0.5515029467
ARIH1	-0.0126073068	0.9912993525	0.6881870625	0.8582438025	0.5515029467
FAM19A2	-0.0380123007	0.973995964	0.6886847521	0.8585635417	0.5517084095
ETFA	-0.0134193311	0.9907415543	0.6898300434	0.8596901207	0.5524323432
AP3M1	-0.0078402054	0.9945803235	0.6908440642	0.86025401	0.5527946955
BGN	-0.1010338446	0.9323646136	0.6911289664	0.86025401	0.5527946955
CADM4	-0.0172940584	0.988084234	0.6911583066	0.86025401	0.5527946955
CDK17	-0.0251186134	0.9827397978	0.6912496387	0.86025401	0.5527946955
DAK	0.0084460809	1.0058715475	0.6916399995	0.8604349868	0.5529109902
FBXL16	-0.0174564073	0.9879730494	0.6918787232	0.8604349868	0.5529109902
STX12	0.0077734199	1.0054026662	0.6923661832	0.8607403494	0.5531072147
S100A6	0.0483517905	1.034082859	0.6926153362	0.860749342	0.5531129933
SERPINA3	0.0467876991	1.0329623701	0.692932063	0.8608422766	0.5531727126
PRMT8	-0.0194298909	0.9866225106	0.6938546982	0.8616876148	0.5537159224
DDX3X	0.01172513	1.0081603565	0.6945133331	0.8622046194	0.5540481469
SDHD	-0.0316729227	0.978285238	0.6950410314	0.8624170178	0.5541846329
TRIM25	-0.01550795	0.9893082753	0.6951691981	0.8624170178	0.5541846329
TMOD2	0.0063071018	1.0043813199	0.6954385384	0.8624504425	0.5542061115
ATP6V1A	0.0054626167	1.0037935749	0.6969196239	0.8639860704	0.5551928979
NTMT1	-0.0141171883	0.9902624309	0.6981673991	0.8652314894	0.5559931976
SV2B	0.0165797275	1.0115584803	0.6986383215	0.8655136308	0.5561745002
NUP155	-0.0132186145	0.9908794019	0.6996769839	0.8664986804	0.5568074878
SDHB	-0.0117094021	0.9919165095	0.6999443817	0.866528222	0.5568264711
SKIV2L	0.013558757	1.0094425161	0.7006269703	0.8669713557	0.5571112265
ITM2B	0.0136586873	1.0095124389	0.7007896625	0.8669713557	0.5571112265
PLCL1	-0.009243682	0.9936132504	0.7013501226	0.8670072118	0.5571342674
FGD4	0.0118400986	1.0082407001	0.7016666548	0.8670072118	0.5571342674
IDH2	-0.009793474	0.9932346697	0.7018164211	0.8670072118	0.5571342674
CPM	-0.0349832195	0.9760431134	0.7019255832	0.8670072118	0.5571342674
STX4	0.0179003154	1.0124848462	0.7020370369	0.8670072118	0.5571342674
SRP9	-0.0153667315	0.9894051187	0.7027228824	0.8673797753	0.5573736748
CAPN1	0.0105908905	1.0073680574	0.7028262766	0.8673797753	0.5573736748
GRIN2B	-0.0155690514	0.9892663768	0.70374824	0.8680400381	0.5577979562
NAA15	-0.0069329754	0.9952059559	0.7038492158	0.8680400381	0.5577979562
AP2A1	-0.0077279313	0.9946577272	0.7043192045	0.8683186866	0.5579770143
ALDH3A2	0.0109622824	1.0076274168	0.7054086666	0.8693605943	0.5586465386
TECR	0.0211727971	1.0147840839	0.7064809367	0.8701601724	0.5591603433
LYRM1	0.0156018483	1.0108730639	0.7065465818	0.8701601724	0.5591603433
SAR1B	0.0287183291	1.0201054751	0.7068120221	0.8701858736	0.5591768588
WDR20	-0.0112148057	0.9922566246	0.7073929686	0.8704382497	0.5593390343
SNRPC	0.0273412852	1.0191322549	0.7077739253	0.8704382497	0.5593390343
HNRNPDL	-0.0116915825	0.9919287613	0.7077754524	0.8704382497	0.5593390343
PRPF4B	-0.0110318502	0.9923824657	0.7081696977	0.8704382497	0.5593390343
RPL21	-0.0175277779	0.9879241753	0.7082402284	0.8704382497	0.5593390343
IAH1	0.0212350901	1.0148279014	0.7102143357	0.87227762	0.560521004
FGB	0.0445823175	1.0313845343	0.7102271684	0.87227762	0.560521004
ATP6V1C1	-0.0064398984	0.9955461505	0.7107617726	0.8726329838	0.5607493589
PPFIA3	-0.0077061816	0.9946727225	0.711454382	0.8726464865	0.5607580357
MAGED2	-0.0133026097	0.9908217136	0.7115175626	0.8726464865	0.5607580357
IPO5	0.0074651327	1.0051878462	0.7116154637	0.8726464865	0.5607580357
NRBP1	0.0113499677	1.0078982258	0.7119701867	0.8726464865	0.5607580357
SNAP23	-0.0098615088	0.9931878317	0.7119990867	0.8726464865	0.5607580357
CACNA1C	-0.0156496868	0.9892110861	0.7131388886	0.8729863458	0.5609764275
SYNCRIP	0.0189054018	1.0131904626	0.7132725478	0.8729863458	0.5609764275
SAR1A	-0.0085877409	0.994065113	0.7136112467	0.8729863458	0.5609764275
PEPD	0.0144227572	1.0100472313	0.714049256	0.8729863458	0.5609764275
SRSF1	0.0164307181	1.0114540064	0.7141540418	0.8729863458	0.5609764275
YBX1	-0.0142728109	0.9901556177	0.7143510028	0.8729863458	0.5609764275
CLIP2	-0.0070044024	0.9951566851	0.714457504	0.8729863458	0.5609764275
EPHB2	0.0121037224	1.0084249529	0.7144823533	0.8729863458	0.5609764275
LTF	-0.0701084067	0.9525664178	0.7144846091	0.8729863458	0.5609764275
NQO1	-0.0706873672	0.952184225	0.7157714103	0.8739133314	0.5615721035
NLGN3	0.0180229965	1.0125709475	0.715899493	0.8739133314	0.5615721035
PABPC1	-0.0076713639	0.994696728	0.7159801465	0.8739133314	0.5615721035
TP53BP1	-0.0144325643	0.9900459812	0.7162419845	0.8739331209	0.5615848202
NPC2	-0.0126111833	0.9912966889	0.7165025493	0.873951344	0.5615965302
KIAA1324L	0.0155269659	1.0108205964	0.7174926459	0.8748590933	0.5621798451
CEP170	0.0075258868	1.0052301771	0.7181378994	0.8749085787	0.5622116442
MECP2	-0.0097200714	0.9932852056	0.7181482704	0.8749085787	0.5622116442
PPP6C	0.0071164366	1.004944924	0.718270927	0.8749085787	0.5622116442
ANK1	-0.0155626805	0.9892707454	0.718589545	0.8749971256	0.562268544
EFTUD2	-0.0066822768	0.995378909	0.7198845763	0.8762741439	0.5630891492
BBOX1	0.025255864	1.0176601595	0.7217694981	0.8778071541	0.5640742535
GM2A	0.0188714636	1.0131666284	0.7218675379	0.8778071541	0.5640742535
RUVBL2	0.0087892042	1.0061108074	0.7219949523	0.8778071541	0.5640742535
EIF3D	0.0096501715	1.0067114104	0.7221308432	0.8778071541	0.5640742535
UBA2	-0.0096611896	0.9933257461	0.7224945144	0.8779492767	0.5641655807
ACTR10	-0.007337878	0.9949266835	0.7228134545	0.8779673692	0.5641772069
PLIN3	-0.0345623013	0.9763279236	0.7232139862	0.8779673692	0.5641772069
ARFGEF2	0.0072608275	1.005045508	0.7232496794	0.8779673692	0.5641772069
CCDC90B	0.0143714043	1.0100112792	0.7237484931	0.8782732396	0.5643737575
PVRL1	-0.0114325052	0.9921069066	0.7266795597	0.8811784	0.5662405983
HEXB	0.0178343725	1.0124385684	0.7270077752	0.8811784	0.5662405983
EIF3M	-0.0157300905	0.9891559573	0.7274326622	0.8811784	0.5662405983
CARS	0.009593524	1.0066718826	0.7276286344	0.8811784	0.5662405983
CTNNA2	-0.0075822832	0.9947581484	0.7278748001	0.8811784	0.5662405983
TMX3	-0.0077618168	0.9946343653	0.7281670516	0.8811784	0.5662405983
TM9SF2	-0.0175920128	0.9878801897	0.7281948691	0.8811784	0.5662405983
ERBB4	-0.0105046115	0.9927452022	0.7282834983	0.8811784	0.5662405983
HPX	0.0215134935	1.0150237562	0.7285901332	0.8811784	0.5662405983
ARL1	-0.0120303713	0.9916958535	0.7289628161	0.8811784	0.5662405983
PPP2R5D	0.0090357739	1.0062827756	0.7290836878	0.8811784	0.5662405983
GLYR1	-0.0086634704	0.9940129343	0.7291808236	0.8811784	0.5662405983
WASF1	-0.0136954902	0.9905519258	0.7293621102	0.8811784	0.5662405983
ACP1	0.0237603662	1.0166057995	0.73034914	0.8820713646	0.5668144127
C4B	0.0283231619	1.0198260972	0.73158817	0.8827829094	0.5672716476
MYO18A	-0.0071897145	0.9950288669	0.7317285149	0.8827829094	0.5672716476
SERPINI1	0.0105472308	1.0073375723	0.7319615951	0.8827829094	0.5672716476
COX14	-0.018679837	0.9871355868	0.732034247	0.8827829094	0.5672716476
VPS41	0.0075088197	1.0052182853	0.7321788548	0.8827829094	0.5672716476
AKAP7	0.0324013918	1.0227130339	0.7327910196	0.8832216964	0.5675536098
PTMA	0.0495252998	1.0349243393	0.7337981872	0.8841361158	0.5681412109
C18orf32	0.0187025148	1.0130479871	0.734083988	0.8841810525	0.568170087
IQSEC2	-0.0138658397	0.990434971	0.7343386292	0.8841884409	0.5681748347
MYL12B	0.0095479674	1.006640095	0.7350991584	0.8845323244	0.5683958125
HADHA	-0.0186225086	0.9871748134	0.7351214399	0.8845323244	0.5683958125
ACADM	-0.030591582	0.9790187653	0.7357871402	0.8850340247	0.5687182024
STAT5B	-0.0093885514	0.993513481	0.7363926387	0.8854629971	0.5689938578
PLCH2	0.034688898	1.0243359119	0.7367206151	0.8855580907	0.5690549645
SLC30A1	0.0109454434	1.007615656	0.7381501126	0.886713613	0.5697974971
ERGIC1	0.0109675354	1.0076310857	0.7381803602	0.886713613	0.5697974971
UGP2	-0.0065250122	0.9954874186	0.7390920868	0.8872624612	0.570150184
DHRS7B	-0.0171569237	0.9881781603	0.7391360132	0.8872624612	0.570150184
MT-ATP6	0.019181381	1.0133842986	0.7400120049	0.8880144058	0.5706333797
DLG4	0.0089979038	1.0062563614	0.7404104367	0.8881929649	0.5707481208
LSM7	0.0122736199	1.008543716	0.7414220364	0.8891067089	0.5713352879
TNS3	-0.022406037	0.9845892978	0.741691417	0.8891300747	0.5713503026
NDUFS8	-0.0202300247	0.9860754711	0.7420477554	0.8892576334	0.5714322712
SDC3	0.0451948063	1.0318224963	0.7427142037	0.8897566117	0.571752912
MRPS30	-0.0232269397	0.9840292195	0.7432865672	0.8898913249	0.571839478
ME3	0.0083894769	1.005832083	0.7434577312	0.8898913249	0.571839478
RAB14	0.0070336253	1.0048872414	0.743576984	0.8898913249	0.571839478
